Flight,Plane,Time,Age,Fitness,TechSavvy,Experience,Impatience,TimePressure,Luggage,KioskAffinity,Speed
KL3937,A320,2025-11-24T21:18:00+00:00,53,0.27,0.50,4,0.33,0.57,0.61,0.19,1.22
KL3937,A320,2025-11-24T21:18:00+00:00,61,0.41,0.55,5,0.05,0.45,0.49,0.11,1.34
KL3937,A320,2025-11-24T21:18:00+00:00,62,0.32,0.65,8,0.41,0.94,0.34,0.49,1.49
KL3937,A320,2025-11-24T21:18:00+00:00,20,1.00,1.00,0,0.24,0.45,0.96,0.46,1.44
KL3937,A320,2025-11-24T21:18:00+00:00,54,0.22,0.75,6,0.33,0.65,0.63,0.38,1.20
KL3937,A320,2025-11-24T21:18:00+00:00,22,0.75,1.00,2,0.39,0.74,0.07,0.60,1.91
KL3937,A320,2025-11-24T21:18:00+00:00,48,0.51,0.75,6,0.28,0.38,0.10,0.49,1.57
KL3937,A320,2025-11-24T21:18:00+00:00,51,0.57,0.71,7,0.32,0.90,0.96,0.38,1.33
KL3937,A320,2025-11-24T21:18:00+00:00,23,0.99,1.00,0,0.12,0.25,0.59,0.50,1.59
KL3937,A320,2025-11-24T21:18:00+00:00,26,0.81,1.00,3,0.20,0.97,0.17,0.61,2.00
KL3937,A320,2025-11-24T21:18:00+00:00,70,0.00,0.66,10,0.43,0.12,0.12,0.34,1.12
KL3937,A320,2025-11-24T21:18:00+00:00,73,0.01,0.34,10,0.36,0.88,0.48,0.00,1.18
KL3937,A320,2025-11-24T21:18:00+00:00,66,0.11,0.40,9,0.32,0.02,0.72,0.22,0.94
KL3937,A320,2025-11-24T21:18:00+00:00,69,0.16,0.40,6,0.16,0.06,0.33,0.00,1.12
KL3937,A320,2025-11-24T21:18:00+00:00,20,0.90,0.98,0,0.12,0.87,0.01,0.55,2.12
KL3937,A320,2025-11-24T21:18:00+00:00,63,0.44,0.64,6,0.30,0.64,0.58,0.14,1.37
KL3937,A320,2025-11-24T21:18:00+00:00,37,0.77,0.87,5,0.31,0.74,0.45,0.53,1.70
KL3937,A320,2025-11-24T21:18:00+00:00,56,0.19,0.58,7,0.30,0.33,0.78,0.26,1.04
KL3937,A320,2025-11-24T21:18:00+00:00,73,0.12,0.37,9,0.31,0.89,0.57,0.00,1.22
KL3937,A320,2025-11-24T21:18:00+00:00,55,0.55,0.64,6,0.19,0.99,0.84,0.27,1.40
KL3937,A320,2025-11-24T21:18:00+00:00,75,0.05,0.32,8,0.11,0.57,0.84,0.00,0.99
KL3937,A320,2025-11-24T21:18:00+00:00,64,0.41,0.57,8,0.30,0.27,0.73,0.35,1.17
KL3937,A320,2025-11-24T21:18:00+00:00,63,0.10,0.52,9,0.45,0.75,0.77,0.37,1.08
KL3937,A320,2025-11-24T21:18:00+00:00,24,0.99,1.00,0,0.24,0.83,0.75,0.48,1.69
KL3937,A320,2025-11-24T21:18:00+00:00,77,0.00,0.25,7,0.24,0.34,0.62,0.00,0.99
KL3937,A320,2025-11-24T21:18:00+00:00,48,0.39,0.64,3,0.05,0.56,0.22,0.33,1.48
KL3937,A320,2025-11-24T21:18:00+00:00,24,0.90,0.90,0,0.12,0.10,0.21,0.47,1.68
KL3937,A320,2025-11-24T21:18:00+00:00,20,1.00,0.98,2,0.22,0.71,0.20,0.58,2.01
KL3937,A320,2025-11-24T21:18:00+00:00,78,0.00,0.29,10,0.28,0.88,0.11,0.00,1.32
KL3937,A320,2025-11-24T21:18:00+00:00,61,0.14,0.74,8,0.27,0.30,0.01,0.60,1.30
KL3937,A320,2025-11-24T21:18:00+00:00,61,0.18,0.59,6,0.23,0.46,0.70,0.15,1.09
KL3937,A320,2025-11-24T21:18:00+00:00,35,0.58,0.94,3,0.34,0.02,0.58,0.51,1.27
KL3937,A320,2025-11-24T21:18:00+00:00,55,0.57,0.41,3,0.09,0.39,0.93,0.05,1.20
KL3937,A320,2025-11-24T21:18:00+00:00,62,0.24,0.64,9,0.38,0.66,0.79,0.47,1.15
KL3937,A320,2025-11-24T21:18:00+00:00,66,0.13,0.68,9,0.49,0.63,0.35,0.43,1.25
KL3937,A320,2025-11-24T21:18:00+00:00,28,0.73,0.94,0,0.21,0.98,0.23,0.49,1.88
KL3937,A320,2025-11-24T21:18:00+00:00,44,0.64,0.83,4,0.31,0.37,0.15,0.50,1.63
KL3937,A320,2025-11-24T21:18:00+00:00,44,0.77,0.72,3,0.35,0.89,0.56,0.36,1.69
KL3937,A320,2025-11-24T21:18:00+00:00,80,0.00,0.46,10,0.32,0.12,0.68,0.00,0.92
KL3937,A320,2025-11-24T21:18:00+00:00,39,0.49,0.76,2,0.25,0.62,0.66,0.36,1.35
KL3937,A320,2025-11-24T21:18:00+00:00,61,0.24,0.73,8,0.32,0.38,0.55,0.54,1.18
KL3937,A320,2025-11-24T21:18:00+00:00,31,0.71,0.94,3,0.33,0.28,0.65,0.51,1.40
KL3937,A320,2025-11-24T21:18:00+00:00,59,0.36,0.69,8,0.21,0.80,0.69,0.55,1.31
KL3937,A320,2025-11-24T21:18:00+00:00,58,0.26,0.67,4,0.27,0.27,0.15,0.26,1.33
KL3937,A320,2025-11-24T21:18:00+00:00,26,0.71,0.94,2,0.35,0.46,0.59,0.51,1.48
KL3937,A320,2025-11-24T21:18:00+00:00,72,0.29,0.40,7,0.34,0.94,0.62,0.00,1.33
KL3937,A320,2025-11-24T21:18:00+00:00,67,0.22,0.49,5,0.23,0.28,0.89,0.00,1.00
KL3937,A320,2025-11-24T21:18:00+00:00,38,0.56,0.88,4,0.32,0.90,0.13,0.54,1.78
KL3937,A320,2025-11-24T21:18:00+00:00,45,0.42,0.62,2,0.17,0.65,0.82,0.25,1.24
KL3937,A320,2025-11-24T21:18:00+00:00,43,0.47,0.66,3,0.07,0.61,0.57,0.33,1.38
KL3937,A320,2025-11-24T21:18:00+00:00,31,0.90,0.79,0,0.14,0.89,0.12,0.40,2.06
KL3937,A320,2025-11-24T21:18:00+00:00,23,0.84,0.96,2,0.38,0.82,0.91,0.49,1.49
KL3937,A320,2025-11-24T21:18:00+00:00,76,0.05,0.30,9,0.15,0.38,0.70,0.00,1.00
KL3937,A320,2025-11-24T21:18:00+00:00,34,0.91,0.93,3,0.32,0.65,0.45,0.52,1.77
KL3937,A320,2025-11-24T21:18:00+00:00,45,0.70,0.83,3,0.07,0.01,0.32,0.45,1.46
KL3937,A320,2025-11-24T21:18:00+00:00,59,0.37,0.50,4,0.02,0.78,0.21,0.13,1.54
KL3937,A320,2025-11-24T21:18:00+00:00,68,0.27,0.59,10,0.54,0.10,0.86,0.29,0.99
KL3937,A320,2025-11-24T21:18:00+00:00,21,0.98,1.00,1,0.27,0.12,0.09,0.57,1.81
KL3937,A320,2025-11-24T21:18:00+00:00,62,0.34,0.51,5,0.19,0.17,0.44,0.07,1.23
KL3937,A320,2025-11-24T21:18:00+00:00,62,0.33,0.69,7,0.39,0.03,0.17,0.26,1.29
KL3937,A320,2025-11-24T21:18:00+00:00,64,0.24,0.53,9,0.29,0.53,0.67,0.36,1.17
KL3937,A320,2025-11-24T21:18:00+00:00,80,0.09,0.25,10,0.36,0.37,0.00,0.00,1.29
KL3937,A320,2025-11-24T21:18:00+00:00,55,0.37,0.60,6,0.39,1.00,0.46,0.29,1.48
KL3937,A320,2025-11-24T21:18:00+00:00,69,0.04,0.59,10,0.28,0.33,0.23,0.32,1.16
KL3937,A320,2025-11-24T21:18:00+00:00,50,0.67,0.65,3,0.13,0.80,0.56,0.29,1.59
KL3937,A320,2025-11-24T21:18:00+00:00,70,0.32,0.43,9,0.23,0.99,0.79,0.11,1.28
KL3937,A320,2025-11-24T21:18:00+00:00,35,0.55,0.95,3,0.24,0.54,0.34,0.54,1.53
KL3937,A320,2025-11-24T21:18:00+00:00,69,0.02,0.41,9,0.22,0.46,0.30,0.18,1.15
KL3937,A320,2025-11-24T21:18:00+00:00,46,0.69,0.82,4,0.31,0.45,0.69,0.43,1.41
KL3937,A320,2025-11-24T21:18:00+00:00,38,0.58,0.89,3,0.26,0.57,0.62,0.47,1.42
KL3937,A320,2025-11-24T21:18:00+00:00,39,0.64,0.90,2,0.11,0.36,0.69,0.44,1.35
KL3937,A320,2025-11-24T21:18:00+00:00,62,0.09,0.58,4,0.03,0.57,0.10,0.12,1.31
KL3937,A320,2025-11-24T21:18:00+00:00,62,0.24,0.58,9,0.24,0.68,0.17,0.50,1.43
KL3937,A320,2025-11-24T21:18:00+00:00,66,0.14,0.60,6,0.25,0.24,0.19,0.07,1.22
KL3937,A320,2025-11-24T21:18:00+00:00,55,0.36,0.66,3,0.26,0.42,0.61,0.23,1.24
KL3937,A320,2025-11-24T21:18:00+00:00,70,0.34,0.50,8,0.38,0.04,0.38,0.16,1.21
KL3937,A320,2025-11-24T21:18:00+00:00,39,0.84,0.70,4,0.27,0.30,0.36,0.41,1.63
KL3937,A320,2025-11-24T21:18:00+00:00,70,0.00,0.39,8,0.16,0.42,0.21,0.11,1.16
KL3937,A320,2025-11-24T21:18:00+00:00,76,0.00,0.24,7,0.32,0.87,0.75,0.00,1.06
KL3937,A320,2025-11-24T21:18:00+00:00,63,0.19,0.59,6,0.37,0.96,0.82,0.09,1.17
KL3937,A320,2025-11-24T21:18:00+00:00,68,0.24,0.27,5,0.06,0.81,0.72,0.00,1.22
KL3937,A320,2025-11-24T21:18:00+00:00,79,0.19,0.26,10,0.29,0.89,0.80,0.00,1.17
KL3937,A320,2025-11-24T21:18:00+00:00,75,0.26,0.25,6,0.22,0.40,0.93,0.00,1.04
KL3937,A320,2025-11-24T21:18:00+00:00,56,0.37,0.67,7,0.42,0.04,0.51,0.34,1.18
KL3937,A320,2025-11-24T21:18:00+00:00,46,0.66,0.68,6,0.49,0.49,0.44,0.42,1.54
KL3937,A320,2025-11-24T21:18:00+00:00,58,0.32,0.69,8,0.41,1.00,0.21,0.62,1.57
KL3937,A320,2025-11-24T21:18:00+00:00,43,0.41,0.67,3,0.28,0.55,0.19,0.37,1.51
KL3937,A320,2025-11-24T21:18:00+00:00,21,0.85,1.00,0,0.08,0.93,0.74,0.48,1.64
KL3937,A320,2025-11-24T21:18:00+00:00,43,0.56,0.69,6,0.37,0.64,0.70,0.41,1.38
KL3937,A320,2025-11-24T21:18:00+00:00,18,0.81,1.00,0,0.14,0.27,0.15,0.55,1.72
KL3937,A320,2025-11-24T21:18:00+00:00,47,0.54,0.82,7,0.43,0.76,0.10,0.56,1.73
KL3937,A320,2025-11-24T21:18:00+00:00,64,0.40,0.63,9,0.27,0.46,0.04,0.48,1.54
KL3937,A320,2025-11-24T21:18:00+00:00,43,0.60,0.78,5,0.41,0.65,0.77,0.43,1.38
KL3937,A320,2025-11-24T21:18:00+00:00,47,0.34,0.67,5,0.26,0.56,0.21,0.41,1.45
KL3937,A320,2025-11-24T21:18:00+00:00,75,0.07,0.50,10,0.24,0.80,0.68,0.00,1.11
KL3937,A320,2025-11-24T21:18:00+00:00,48,0.50,0.73,5,0.22,0.41,0.23,0.44,1.51
KL3937,A320,2025-11-24T21:18:00+00:00,38,0.72,0.97,5,0.25,0.03,0.08,0.62,1.60
KL3937,A320,2025-11-24T21:18:00+00:00,35,0.67,1.00,5,0.26,0.92,0.26,0.63,1.81
KL3937,A320,2025-11-24T21:18:00+00:00,38,0.55,0.97,5,0.34,0.67,0.02,0.63,1.75
KL3937,A320,2025-11-24T21:18:00+00:00,40,0.53,0.83,2,0.11,0.83,0.92,0.37,1.30
KL3937,A320,2025-11-24T21:18:00+00:00,33,0.74,0.87,2,0.29,0.60,0.38,0.47,1.67
KL3937,A320,2025-11-24T21:18:00+00:00,56,0.43,0.63,4,0.18,0.38,0.53,0.23,1.31
KL3937,A320,2025-11-24T21:18:00+00:00,71,0.09,0.32,8,0.20,0.06,0.26,0.03,1.10
G9338,A320,2025-11-24T17:07:00+00:00,66,0.28,0.68,9,0.22,0.51,0.01,0.46,1.48
G9338,A320,2025-11-24T17:07:00+00:00,76,0.17,0.47,9,0.28,0.81,0.79,0.00,1.14
G9338,A320,2025-11-24T17:07:00+00:00,27,0.81,1.00,3,0.27,0.16,0.17,0.60,1.66
G9338,A320,2025-11-24T17:07:00+00:00,25,0.78,0.83,0,0.05,0.55,0.80,0.37,1.44
G9338,A320,2025-11-24T17:07:00+00:00,34,0.93,0.71,0,0.14,0.13,0.74,0.28,1.42
G9338,A320,2025-11-24T17:07:00+00:00,52,0.30,0.63,6,0.44,0.77,0.65,0.32,1.28
G9338,A320,2025-11-24T17:07:00+00:00,24,1.00,1.00,0,0.15,0.85,0.95,0.46,1.57
G9338,A320,2025-11-24T17:07:00+00:00,22,0.96,0.97,0,0.33,0.24,0.04,0.54,1.88
G9338,A320,2025-11-24T17:07:00+00:00,66,0.22,0.41,7,0.36,0.21,0.47,0.00,1.15
G9338,A320,2025-11-24T17:07:00+00:00,67,0.19,0.42,5,0.13,0.99,0.87,0.00,1.15
G9338,A320,2025-11-24T17:07:00+00:00,35,0.79,0.79,4,0.24,0.98,0.04,0.50,2.06
G9338,A320,2025-11-24T17:07:00+00:00,64,0.30,0.65,9,0.39,0.33,0.72,0.43,1.12
G9338,A320,2025-11-24T17:07:00+00:00,18,1.00,1.00,2,0.36,0.89,0.04,0.61,2.20
G9338,A320,2025-11-24T17:07:00+00:00,61,0.30,0.45,5,0.33,0.83,0.55,0.05,1.34
G9338,A320,2025-11-24T17:07:00+00:00,29,0.95,1.00,3,0.33,0.75,0.72,0.55,1.66
G9338,A320,2025-11-24T17:07:00+00:00,27,1.00,0.87,1,0.37,0.50,0.94,0.40,1.47
G9338,A320,2025-11-24T17:07:00+00:00,27,0.89,1.00,2,0.25,0.70,0.67,0.53,1.64
G9338,A320,2025-11-24T17:07:00+00:00,71,0.00,0.56,10,0.24,0.35,0.10,0.24,1.18
G9338,A320,2025-11-24T17:07:00+00:00,27,0.91,1.00,3,0.40,0.83,0.55,0.57,1.77
G9338,A320,2025-11-24T17:07:00+00:00,69,0.06,0.43,6,0.17,0.34,0.28,0.00,1.16
G9338,A320,2025-11-24T17:07:00+00:00,44,0.53,0.76,4,0.20,0.78,0.58,0.41,1.47
G9338,A320,2025-11-24T17:07:00+00:00,51,0.41,0.77,4,0.18,0.85,0.60,0.38,1.40
G9338,A320,2025-11-24T17:07:00+00:00,64,0.28,0.48,7,0.24,0.92,0.21,0.08,1.51
G9338,A320,2025-11-24T17:07:00+00:00,60,0.38,0.68,7,0.33,0.68,0.36,0.28,1.45
G9338,A320,2025-11-24T17:07:00+00:00,78,0.01,0.30,10,0.45,0.02,0.63,0.00,0.92
G9338,A320,2025-11-24T17:07:00+00:00,56,0.41,0.59,5,0.22,0.87,0.94,0.19,1.23
G9338,A320,2025-11-24T17:07:00+00:00,69,0.27,0.46,8,0.15,0.54,0.95,0.12,1.06
G9338,A320,2025-11-24T17:07:00+00:00,71,0.22,0.39,7,0.34,0.29,0.73,0.00,1.07
G9338,A320,2025-11-24T17:07:00+00:00,32,0.69,0.95,4,0.24,0.79,0.36,0.57,1.71
G9338,A320,2025-11-24T17:07:00+00:00,65,0.38,0.59,9,0.31,0.46,0.80,0.36,1.17
G9338,A320,2025-11-24T17:07:00+00:00,55,0.54,0.45,4,0.28,0.31,0.43,0.15,1.41
G9338,A320,2025-11-24T17:07:00+00:00,80,0.09,0.26,10,0.26,0.92,0.24,0.00,1.36
G9338,A320,2025-11-24T17:07:00+00:00,61,0.16,0.55,7,0.20,0.28,0.45,0.17,1.14
G9338,A320,2025-11-24T17:07:00+00:00,74,0.00,0.27,7,0.19,0.61,0.70,0.00,1.02
G9338,A320,2025-11-24T17:07:00+00:00,25,0.81,1.00,1,0.10,0.52,0.01,0.57,1.90
G9338,A320,2025-11-24T17:07:00+00:00,58,0.42,0.47,4,0.19,0.62,0.85,0.07,1.21
G9338,A320,2025-11-24T17:07:00+00:00,75,0.11,0.22,7,0.30,0.67,0.75,0.00,1.08
G9338,A320,2025-11-24T17:07:00+00:00,57,0.46,0.67,6,0.28,0.12,0.31,0.31,1.35
G9338,A320,2025-11-24T17:07:00+00:00,43,0.70,0.73,4,0.36,0.62,0.78,0.37,1.42
G9338,A320,2025-11-24T17:07:00+00:00,75,0.08,0.29,6,0.00,0.73,0.53,0.00,1.17
G9338,A320,2025-11-24T17:07:00+00:00,47,0.73,0.76,5,0.22,0.45,0.14,0.47,1.73
G9338,A320,2025-11-24T17:07:00+00:00,54,0.30,0.63,4,0.31,0.58,0.43,0.27,1.33
G9338,A320,2025-11-24T17:07:00+00:00,36,0.84,0.99,3,0.33,0.20,0.34,0.56,1.61
G9338,A320,2025-11-24T17:07:00+00:00,56,0.42,0.52,6,0.35,0.61,0.18,0.25,1.54
G9338,A320,2025-11-24T17:07:00+00:00,18,0.86,1.00,2,0.31,0.73,0.61,0.55,1.66
G9338,A320,2025-11-24T17:07:00+00:00,41,0.46,0.80,4,0.23,0.72,0.63,0.44,1.38
G9338,A320,2025-11-24T17:07:00+00:00,67,0.24,0.50,10,0.55,0.21,0.75,0.27,1.05
G9338,A320,2025-11-24T17:07:00+00:00,65,0.42,0.56,6,0.21,0.69,0.73,0.02,1.30
G9338,A320,2025-11-24T17:07:00+00:00,35,0.66,0.95,2,0.15,0.01,0.83,0.47,1.19
G9338,A320,2025-11-24T17:07:00+00:00,31,0.93,0.86,1,0.29,0.57,0.33,0.45,1.82
G9338,A320,2025-11-24T17:07:00+00:00,60,0.13,0.63,5,0.25,0.46,0.36,0.20,1.20
G9338,A320,2025-11-24T17:07:00+00:00,32,0.69,0.84,1,0.30,0.83,0.70,0.40,1.53
G9338,A320,2025-11-24T17:07:00+00:00,50,0.54,0.60,4,0.28,0.04,0.73,0.27,1.18
G9338,A320,2025-11-24T17:07:00+00:00,33,0.80,0.83,2,0.12,0.82,0.68,0.41,1.61
G9338,A320,2025-11-24T17:07:00+00:00,59,0.53,0.50,5,0.13,0.46,0.71,0.11,1.31
G9338,A320,2025-11-24T17:07:00+00:00,28,0.97,0.80,0,0.02,0.88,0.51,0.37,1.86
G9338,A320,2025-11-24T17:07:00+00:00,71,0.05,0.41,7,0.13,0.13,0.92,0.00,0.86
G9338,A320,2025-11-24T17:07:00+00:00,66,0.03,0.45,7,0.39,0.95,0.21,0.00,1.33
G9338,A320,2025-11-24T17:07:00+00:00,25,0.71,0.95,2,0.25,0.78,0.47,0.52,1.66
G9338,A320,2025-11-24T17:07:00+00:00,73,0.30,0.48,8,0.19,0.57,0.15,0.07,1.45
G9338,A320,2025-11-24T17:07:00+00:00,30,0.99,1.00,2,0.27,0.12,0.49,0.54,1.59
G9338,A320,2025-11-24T17:07:00+00:00,50,0.67,0.69,3,0.06,0.42,0.60,0.31,1.44
G9338,A320,2025-11-24T17:07:00+00:00,69,0.30,0.41,7,0.16,0.74,0.53,0.00,1.33
G9338,A320,2025-11-24T17:07:00+00:00,53,0.41,0.56,6,0.16,0.65,0.78,0.26,1.25
G9338,A320,2025-11-24T17:07:00+00:00,60,0.29,0.70,8,0.25,0.75,0.76,0.53,1.21
G9338,A320,2025-11-24T17:07:00+00:00,57,0.46,0.63,7,0.42,0.78,0.29,0.32,1.58
G9338,A320,2025-11-24T17:07:00+00:00,76,0.08,0.17,6,0.02,0.48,0.99,0.00,0.93
G9338,A320,2025-11-24T17:07:00+00:00,55,0.41,0.51,5,0.28,0.58,0.67,0.19,1.28
G9338,A320,2025-11-24T17:07:00+00:00,24,0.76,0.96,3,0.39,0.29,0.82,0.52,1.34
G9338,A320,2025-11-24T17:07:00+00:00,72,0.03,0.28,8,0.33,0.37,0.34,0.00,1.12
G9338,A320,2025-11-24T17:07:00+00:00,64,0.11,0.56,9,0.44,0.65,0.16,0.43,1.32
G9338,A320,2025-11-24T17:07:00+00:00,58,0.51,0.76,7,0.46,0.55,0.36,0.37,1.50
G9338,A320,2025-11-24T17:07:00+00:00,49,0.50,0.78,3,0.14,0.49,0.93,0.34,1.19
G9338,A320,2025-11-24T17:07:00+00:00,20,0.94,0.89,0,0.33,0.99,0.61,0.44,1.81
G9338,A320,2025-11-24T17:07:00+00:00,47,0.43,0.80,3,0.07,0.64,0.10,0.45,1.60
G9338,A320,2025-11-24T17:07:00+00:00,31,0.97,0.78,1,0.28,0.65,0.92,0.34,1.51
G9338,A320,2025-11-24T17:07:00+00:00,56,0.38,0.73,6,0.39,0.28,0.60,0.34,1.21
G9338,A320,2025-11-24T17:07:00+00:00,55,0.40,0.81,7,0.25,0.55,0.97,0.39,1.13
G9338,A320,2025-11-24T17:07:00+00:00,67,0.27,0.56,8,0.39,0.95,0.40,0.30,1.43
G9338,A320,2025-11-24T17:07:00+00:00,72,0.12,0.45,8,0.19,0.77,0.85,0.01,1.07
G9338,A320,2025-11-24T17:07:00+00:00,27,0.77,0.82,2,0.40,0.63,0.29,0.46,1.75
G9338,A320,2025-11-24T17:07:00+00:00,36,0.62,0.88,2,0.22,0.15,0.22,0.48,1.50
G9338,A320,2025-11-24T17:07:00+00:00,57,0.24,0.55,6,0.40,0.32,0.42,0.23,1.22
G9338,A320,2025-11-24T17:07:00+00:00,31,0.61,1.00,1,0.11,0.47,0.56,0.51,1.44
G9338,A320,2025-11-24T17:07:00+00:00,70,0.03,0.39,10,0.28,0.52,0.63,0.12,1.05
G9338,A320,2025-11-24T17:07:00+00:00,80,0.20,0.27,10,0.22,0.93,0.43,0.00,1.35
G9338,A320,2025-11-24T17:07:00+00:00,33,0.89,0.98,3,0.27,0.96,0.08,0.59,2.11
G9338,A320,2025-11-24T17:07:00+00:00,41,0.74,0.82,4,0.27,0.62,0.51,0.46,1.61
G9338,A320,2025-11-24T17:07:00+00:00,51,0.39,0.63,7,0.46,0.46,0.97,0.33,1.10
G9338,A320,2025-11-24T17:07:00+00:00,59,0.48,0.48,8,0.28,0.61,0.06,0.49,1.64
G9338,A320,2025-11-24T17:07:00+00:00,50,0.43,0.73,4,0.28,0.26,0.56,0.36,1.26
G9338,A320,2025-11-24T17:07:00+00:00,65,0.18,0.61,6,0.13,0.83,0.04,0.12,1.49
G9338,A320,2025-11-24T17:07:00+00:00,46,0.69,0.67,4,0.25,0.32,0.84,0.32,1.30
G9338,A320,2025-11-24T17:07:00+00:00,27,0.80,0.93,0,0.24,0.25,0.34,0.47,1.60
G9338,A320,2025-11-24T17:07:00+00:00,69,0.31,0.33,5,0.17,0.45,0.91,0.00,1.08
G9338,A320,2025-11-24T17:07:00+00:00,74,0.16,0.40,10,0.38,0.44,0.15,0.03,1.30
G9338,A320,2025-11-24T17:07:00+00:00,70,0.34,0.50,7,0.27,0.31,0.16,0.00,1.39
G9338,A320,2025-11-24T17:07:00+00:00,66,0.34,0.60,6,0.27,0.29,0.45,0.05,1.26
G9338,A320,2025-11-24T17:07:00+00:00,34,0.78,0.86,4,0.38,0.31,0.06,0.54,1.76
G9338,A320,2025-11-24T17:07:00+00:00,78,0.16,0.29,10,0.29,0.28,0.61,0.00,1.08
G9338,A320,2025-11-24T17:07:00+00:00,40,0.64,0.63,1,0.11,0.17,0.05,0.32,1.61
G9338,A320,2025-11-24T17:07:00+00:00,49,0.63,0.59,6,0.29,0.33,0.30,0.36,1.54
G9338,A320,2025-11-24T17:07:00+00:00,62,0.39,0.64,7,0.32,0.94,0.38,0.21,1.52
G9338,A320,2025-11-24T17:07:00+00:00,69,0.33,0.40,9,0.21,0.91,0.19,0.18,1.56
G9338,A320,2025-11-24T17:07:00+00:00,58,0.28,0.78,8,0.37,0.03,0.50,0.64,1.12
G9338,A320,2025-11-24T17:07:00+00:00,50,0.29,0.67,6,0.44,0.77,0.85,0.35,1.18
G9338,A320,2025-11-24T17:07:00+00:00,59,0.29,0.58,6,0.21,0.09,0.70,0.18,1.07
G9338,A320,2025-11-24T17:07:00+00:00,60,0.46,0.69,8,0.37,0.52,0.70,0.53,1.29
G9338,A320,2025-11-24T17:07:00+00:00,47,0.60,0.70,6,0.23,0.46,0.73,0.40,1.34
G9338,A320,2025-11-24T17:07:00+00:00,20,1.00,1.00,0,0.27,0.87,0.04,0.56,2.19
G9338,A320,2025-11-24T17:07:00+00:00,44,0.41,0.81,2,0.02,0.98,0.56,0.39,1.46
G9338,A320,2025-11-24T17:07:00+00:00,68,0.28,0.42,8,0.43,0.55,0.07,0.22,1.46
G9338,A320,2025-11-24T17:07:00+00:00,35,0.58,0.75,4,0.30,0.56,0.79,0.40,1.33
G9338,A320,2025-11-24T17:07:00+00:00,75,0.00,0.34,10,0.23,0.89,0.16,0.00,1.30
G9338,A320,2025-11-24T17:07:00+00:00,45,0.60,0.70,5,0.17,0.72,0.20,0.43,1.70
G9338,A320,2025-11-24T17:07:00+00:00,66,0.07,0.41,6,0.12,0.08,0.50,0.00,1.01
G9338,A320,2025-11-24T17:07:00+00:00,48,0.71,0.71,3,0.10,0.67,0.05,0.39,1.86
G9338,A320,2025-11-24T17:07:00+00:00,80,0.00,0.24,8,0.35,0.74,0.50,0.00,1.13
G9338,A320,2025-11-24T17:07:00+00:00,33,0.94,0.77,1,0.29,0.70,0.41,0.38,1.83
G9338,A320,2025-11-24T17:07:00+00:00,20,0.86,1.00,2,0.41,0.91,0.59,0.55,1.74
G9338,A320,2025-11-24T17:07:00+00:00,53,0.48,0.75,5,0.12,0.69,0.90,0.33,1.25
G9338,A320,2025-11-24T17:07:00+00:00,35,0.67,0.72,0,0.16,0.52,0.40,0.32,1.59
G9338,A320,2025-11-24T17:07:00+00:00,25,0.72,0.97,0,0.04,0.90,0.25,0.50,1.84
G9338,A320,2025-11-24T17:07:00+00:00,39,0.77,0.65,0,0.00,0.93,0.20,0.29,1.92
G9338,A320,2025-11-24T17:07:00+00:00,27,0.90,0.93,1,0.23,0.31,0.80,0.45,1.43
G9338,A320,2025-11-24T17:07:00+00:00,62,0.37,0.56,7,0.26,0.92,0.42,0.15,1.48
G9338,A320,2025-11-24T17:07:00+00:00,79,0.00,0.33,10,0.21,0.61,0.64,0.00,1.04
G9338,A320,2025-11-24T17:07:00+00:00,31,0.67,0.81,0,0.28,0.62,0.72,0.35,1.44
G9338,A320,2025-11-24T17:07:00+00:00,61,0.14,0.66,7,0.17,0.85,0.09,0.27,1.44
G9338,A320,2025-11-24T17:07:00+00:00,76,0.20,0.39,7,0.32,0.29,0.59,0.00,1.11
G9522,A321,2025-11-24T22:06:00+00:00,41,0.57,0.91,3,0.19,0.48,0.47,0.49,1.46
G9522,A321,2025-11-24T22:06:00+00:00,45,0.76,0.73,2,0.15,0.01,0.16,0.39,1.58
G9522,A321,2025-11-24T22:06:00+00:00,46,0.35,0.63,2,0.12,0.42,0.19,0.32,1.43
G9522,A321,2025-11-24T22:06:00+00:00,29,0.98,0.91,2,0.17,0.76,0.39,0.50,1.90
G9522,A321,2025-11-24T22:06:00+00:00,24,0.98,1.00,2,0.29,0.55,0.48,0.55,1.76
G9522,A321,2025-11-24T22:06:00+00:00,33,0.76,0.95,0,0.08,0.37,0.04,0.50,1.79
G9522,A321,2025-11-24T22:06:00+00:00,22,0.74,0.98,1,0.38,0.99,0.86,0.48,1.52
G9522,A321,2025-11-24T22:06:00+00:00,39,0.62,0.78,5,0.20,0.34,0.96,0.42,1.20
G9522,A321,2025-11-24T22:06:00+00:00,44,0.77,0.75,5,0.28,0.53,0.63,0.42,1.53
G9522,A321,2025-11-24T22:06:00+00:00,36,0.89,0.69,1,0.21,0.60,0.01,0.36,1.99
G9522,A321,2025-11-24T22:06:00+00:00,25,0.92,1.00,0,0.15,0.61,0.89,0.46,1.49
G9522,A321,2025-11-24T22:06:00+00:00,60,0.42,0.53,7,0.21,0.04,0.29,0.19,1.30
G9522,A321,2025-11-24T22:06:00+00:00,75,0.00,0.54,9,0.43,0.22,0.59,0.00,0.97
G9522,A321,2025-11-24T22:06:00+00:00,44,0.47,0.85,4,0.36,0.41,0.55,0.47,1.33
